actor_1_name,actor_1_facebook_likes
Aubrey Poo,2
Edward Fox,125
Steven Elder,51
Ferdinando Vetere,50
Yasuaki Kurata,19
Arben Bajraktaraj,121
Bart Shatto,124
Jean-Marc Barr,236
Ayush Mahesh Khedekar,40
John Meillon,57
Chad Bishop,277
Stephen Baldwin,560
Malik Yoba,496
Barbara Bach,238
Jason Hawes,84
Susan Hogan,25
Olivia Colman,583
Shelby Vischer,8
Maya Angelou,279
Gino Salvano,111
Allen Payne,364
Paolo Seganti,55
Lexa Doig,489
China Chow,169
Osric Chau,635
Isaach De Bankolé,177
Noam Jenkins,191
Tovah Feldshuh,113
Bonnie Henna,15
Candace Kroslak,102
Nigel Whitmey,5
Behrouz Vossoughi,324
Karl Johnson,43
Kelly Lin,21
Diora Baird,378
Elisa Donovan,201
Olgierd Lukaszewicz,2
Amelia Warner,170
Jaroslaw Boberek,2
Tamar Novas,93
Alison Chand,21
Boys II Men,41
Fredro Starr,237
Brooke Bundy,54
Gene Simmons,301
Sedona Legge,2
Antonio Sabato Jr.,459
Charlotte Sullivan,388
Henry Simmons,334
Corey Johnson,123
Jason Gray-Stanford,140
Rolando Molina,525
Shidô Nakamura,78
Lena Endre,75
Sarah Wright,499
Yves Jacques,8
Natalie Lisinska,73
Paul Mazursky,150
Thomas Ian Griffith,147
Branko Djuric,116
Jung-jae Lee,29
Annie Golden,113
Gary Schwartz,91
Rob Morrow,355
Hannah Murray,1000
Jude Ciccolella,99
Ronald Colman,135
Cara Horgan,18
Björk,322
Charlotte Lewis,148
Rorke Denver,11
Ashley Hinshaw,371
Steven Hill,122
Dave Allen,135
Oliver Cooper,281
Bill Hickman,78
Anthony Burrell,8
Robert Foxworth,79
Lusia Strus,282
Viva Bianca,898
Peter Hermann,322
Meg Crosbie,376
Lark Voorhies,324
John Colicos,85
Herbert Grönemeyer,18
Zhengyong Zhang,4
Sofia Black-D'Elia,265
Tammy Blanchard,192
Sherman Hemsley,654
Greg Mottola,99
Brian Dietzen,251
Susan Gardner,48
Samantha Ivers,103
Ah-sung Ko,74
Paul Gleason,212
Serena Grandi,70
Jake Richardson,77
Harmony Korine,520
Timothy Webber,18
James Shigeta,403
Andy Davoli,146
Bálint Péntek,0
Dahong Ni,3
Ryu Kohata,3
Rebecca Black,188
Hiroyuki Ikeuchi,16
Ana Imnadze,18
Emma Lung,42
Alexandra Callas,247
Ginger Jensen,84
Denise Crosby,426
Akira Terao,4
Hailu Qin,2
Jason Mantzoukas,411
Daniel Zettel,14
Christopher Sommers,32
Robert Prosky,191
Peter Berg,532
Eva Birthistle,54
Hardy Krüger,111
Pauline Collins,123
Jim Rash,424
Scott Handy,109
Alex Karpovsky,272
Lisa Pelikan,40
Samantha Eggar,104
Angus Barnett,22
Geoff Bell,405
Scott Patterson,357
Britt Ekland,199
Alix Freihage,19
Max Cullen,48
Francesc Pagès,132
Glenn Beck,73
Raoul Max Trujillo,194
Hannah Britland,44
Riteish Deshmukh,119
François Damiens,24
Leigh Whannell,482
Clare Kramer,229
Jack Wild,139
Angelo Rossitto,60
Stephanie Lemelin,130
Sal Lopez,73
Tom Waits,699
Isiah Whitlock Jr.,190
Jaden Klein,220
Johnny Whitworth,448
Ronald Pickup,111
Charlie Murphy,203
Jennifer Tung,39
Carlos Alazraqui,307
Niall Horan,547
Jack Guzman,30
Rob Huebel,172
Tamara Taylor,476
Lee Tergesen,444
Carlo Cecchi,2
India de Beaufort,231
Jillian Estell,664
François Chau,294
Alba Rohrwacher,72
Dennis Burkley,311
Gen Seto,4
Dree Hemingway,64
Robert Peters,221
Sharat Saxena,45
Carol Sutton,251
Robert Pralgo,688
Adriane Lenox,20
George DiCenzo,54
Anna Vareschi,0
Michel Serrault,28
Haluk Bilginer,241
Romane Bohringer,34
Larry Fessenden,83
Laura Harris,345
Kerry Cahill,146
Lee Norris,553
William Miller,36
Sandra Echeverría,422
Sean Keenan,51
Danny Sapani,102
Adrienne Pickering,72
Adrian Holmes,126
Chase Armitage,111
Amanda Troop,196
Sigríður María Egilsdóttir,5
Shabana Azmi,95
John Light,46
Dal-su Oh,7
Enrique Murciano,195
Antonio de la Torre,82
Don Francks,123
Luisa D'Oliveira,129
Luke Ford,110
Vic Waghorn,1000
Bolaji Badejo,513
Marilyn Burns,177
Rosalind Harris,51
Parker Bagley,123
Lunetta Savino,16
Jarrod Bunch,862
Dinah Manoff,118
Roberta Valderrama,908
Ralph Bellamy,199
Patrick Cranshaw,127
Danny Webb,130
Gbenga Akinnagbe,338
Dylan Kussman,35
Chris Young,219
Hunter Tylo,140
Robert Urich,297
Woo-hee Chun,0
Kevin McHale,748
Mai Charoenpura,6
Lionel Abelanski,5
Gary McDonald,25
Peter Callan,18
Perrey Reeves,230
John Henshaw,35
Émilie Dequenne,98
Steve Le Marquand,59
Celina Jade,305
Debrianna Mansini,175
Alan Bates,122
Milo O'Shea,170
Stian Smestad,3
Molly Hagan,133
Valarie Pettiford,202
Brad James,559
Samuel Roukin,179
Christopher B. Duncan,81
Vanessa Martinez,39
Martin Lucey,6
Aditya Roy Kapoor,417
Robert Taylor,346
Ghassan Massoud,173
James Huang,85
Nicholas Hammond,195
Patrick Cronin,51
Jill Talley,27
David Schneider,27
Steve Harvey,360
Daisy Betts,297
Josh Pais,117
Justin Hall,102
Jeff Marlow,460
Tracy Middendorf,112
Keri Lynn Pratt,292
Sarain Boylan,50
Diego Velazquez,86
Michaela Watkins,216
Samuel West,136
David Thewlis,0
Emmanuelle Béart,569
Vernee Watson,112
Kevin Rahm,168
Amy Locane,200
Evan McGuire,4
Mary Catherine Garrison,7
Alexa Havins,209
Kesun Loder,33
William Shimell,47
Tesshô Genda,4
Julie LeBreton,23
Darren Boyd,112
Natalie Coughlin,189
Jean-Claude Lecas,15
Kacey Clarke,376
Anna Katarina,26
Craig Sheffer,391
Garvin Cross,36
Ángela Molina,40
Todd Louiso,88
Stanislav Ianevski,658
Ellie Kendrick,221
Nastassja Kinski,518
Roschdy Zem,59
Natalie Mendoza,158
Razaaq Adoti,36
Vic Aviles,60
Danielle Darrieux,106
Jennifer Ulrich,93
Charles Baker,500
Ayla Kell,440
Brahim Achabbakhe,96
Jill St. John,175
Lee Ving,92
Geneviève Lemon,11
Angus Sampson,82
Cody Linley,430
Paulina Gerzon,61
Kwesi Ameyaw,27
Craig Conway,159
Bob Costas,69
Vanessa Ray,270
Erin Daniels,303
Charles Aidman,23
Peter Breitmayer,98
Darryl Stephens,658
Lil' Wayne,442
Alastair Duncan,38
Miriama Smith,35
Ashley Gerasimovich,77
Jennifer Butler,455
Rick Rossovich,172
Jack O'Halloran,375
Valérie Lemercier,39
Erin Wasson,106
Derek Wayne Johnson,184
Richard Graham,13
Eleanor Bron,52
Valentin Golubenko,0
Bob Marley,184
Stephen Au,4
Ivan Okhlobystin,26
Cindy Robinson,29
Sydney Penny,240
Olesya Rulin,578
John Ralston,63
Travis Aaron Wade,493
Maria Schrader,36
Mark De Alessandro,83
Gil Bellows,261
Ahmad Massad,58
Giulia Michelini,11
André Ramiro,15
Gabriel Bateman,300
Jessica Mauboy,38
Na'Blonka Durden,15
Danielle von Zerneck,51
Sandy Dennis,146
Anne Heche,689
Jake Cherry,180
Eric Christmas,45
Matthias Habich,8
Stellan Skarsgård,0
Maurice Roëves,27
Beverly Randolph,358
Marco D'Amore,5
Ricky Martin,282
Kenneth Mars,399
Elsa Lanchester,266
Matthew Borlenghi,92
Erik Estrada,583
Ajay Naidu,120
Jennifer Jones,332
Rachel Blakely,64
John Lynch,161
David Alan Grier,360
Abby Mukiibi Nkaaga,25
Rick Dial,84
Amy Madigan,221
Luis E. Carazo,546
Dominik García-Lorido,130
Wale Ojo,28
Raquel Alessi,263
Todd Susman,82
Alexis Kendra,34
Polly Noonan,15
Frederick Weller,152
L.Q. Jones,242
Pamela Salem,20
Paul Popplewell,53
Marc Singer,284
Sammy Nagi Njuguna,316
Mélanie Doutey,27
Ji-hyun Jun,451
Ritchie Montgomery,90
Bill Baird,0
Robert Wahlberg,99
John Bell,130
Reiner Schwarz,15
Li Jun Li,444
Martijn Lakemeier,19
Michel Simon,28
Trieu Tran,57
Johnny Nguyen,380
James Buckley,220
Eva Marcille,255
Johnny Lever,61
Andrea Ros,6
Kayla Raparelli,10
Nicholas Bell,35
Tony Danza,694
John Hillerman,258
Gérard Jugnot,57
Claudia Ferri,71
Jean-Pierre Darroussin,36
Jo Prestia,9
Shinobu Terajima,16
Madhavan,199
David Dastmalchian,290
Mike Eshaq,38
Ron Silver,139
Shane Meadows,222
Julie R. Ølgaard,27
Bronagh Gallagher,114
Colin Farrell,0
George Voskovec,32
Prateik,47
Sumalee Montano,82
Daren Kagasoff,704
Jennifer Rubin,150
Hugo Stiglitz,83
Alisha Boe,113
Victor Mature,275
Catherine Schell,80
Paul Lukas,51
Jorja Fox,379
Garrett Ryan,202
Jamie Draven,34
Helen Martin,287
Tom Burlinson,75
Alice Playten,73
June Carter Cash,77
Chrystale Wilson,498
Perdita Weeks,161
Persis Khambatta,142
Scott Reeves,65
Rachel Korine,192
María Aura,19
Miriam Colon,111
Ellie Cornell,101
Clayton Rohner,85
Robert Beltran,268
Andrew Airlie,205
Sahajak Boonthanakit,13
Finlay Currie,70
Adolphe Menjou,99
Lauren London,503
Mona Marshall,44
Marina Hands,21
Nicol Williamson,136
Michael Richards,448
Jessica Walter,572
Jack Elam,392
Jonathan Silverman,334
Chloe Hollings,0
Simon Baker,395
Olivier Rabourdin,32
Bess Armstrong,83
Liz Mullane,88
Cynthia Barrett,473
Marilyn Manson,600
Winter Ave Zoli,276
Kristoffer Polaha,361
Lumi Cavazos,65
Darshan Jariwala,14
Ken Davis,0
Jim Byrnes,51
Laraine Day,100
Sara Gilbert,697
Corey Sevier,383
Olivia DeJonge,99
Kel O'Neill,15
Alice Evans,227
Jelena Nik,14
Marta Etura,78
Georgia Groome,141
Shenae Grimes-Beech,686
Katie Leclerc,483
Timothy Omundson,816
David Adam Flannery,394
Tomiwa Edun,179
Lisa Kay,126
Ed Quinn,538
Milan Lasica,4
Birol Ünel,269
Joseph Mawle,537
Robert Longstreet,41
Katherine Helmond,339
Jim Siedow,14
Yayaying Rhatha Phongam,428
Emmanuelle Bercot,20
Dileep Raj,0
Jack McElhone,16
Kim Ly,140
Paul Glover,3
James Robertson Justice,68
KaDee Strickland,298
Peter Spellos,126
Louise Lasser,167
Frank McHugh,37
Miguel Ángel Solá,4
Juan Fernández,491
Joaquín Cosio,122
Hans Kesting,3
Hye-jeong Kang,38
Marie Féret,9
Josie Ho,76
Lyubov Agapova,0
Dimple Kapadia,62
Braeden Lemasters,212
Purab Kohli,12
Megan Follows,505
Lateef Crowder,261
Amanda Redman,100
Matias Varela,93
Tammy Davis,8
Paresh Rawal,106
Anna Katharina Schwabroh,7
Zhanna Friske,16
Tony Ganios,95
Kathleen Munroe,231
S. William Hinzman,56
Catherine Lambert,11
Cornel Wilde,132
Marcus Lyle Brown,80
David A Cole,428
Adam Hicks,326
Sidney James,69
George 'Buck' Flower,133
Gordon Jackson,145
Armin Shimerman,428
Libby Villari,127
DJ Pooh,69
Thelma Ritter,268
Peter Appel,27
Fernando Cayo,143
Gabriel Iglesias,511
Philippe Noiret,148
Amy Hill,242
Benjamin Fletcher,0
Rob Brydon,161
Puti Sri Candra Dewi,0
Rita Wilson,322
Elena Satine,842
Ronnie Gene Blevins,221
Beth Broderick,209
Arcelia Ramírez,69
Zoe Levin,67
Rob Jarvis,15
Aida Folch,9
Brandon Mychal Smith,218
Jesuíta Barbosa,9
Eugenia Khirivskaya,22
Howard Caine,69
Fadia Nadda,5
James Hall,4
Peter Jacobson,183
Kira McLean,359
Victoria Thaine,35
Black Thomas,104
Brooke D'Orsay,271
Diana Vickers,111
Thomas Mitchell,248
Marama Corlett,196
Betty Hutton,83
Alex Macqueen,106
Fernanda Torres,24
Ellen Ross,48
Mike Farrell,395
John McGiver,77
Lesley Sharp,121
Barbara Billingsley,318
Jon Osbeck,6
Will Geer,188
Beatrice Straight,75
Clive Swift,118
Anthony Johnson,78
Guillermo Francella,50
Derek Magyar,108
Kassie Wesley DePaiva,199
Cassandra Scerbo,689
Damián Delgado,10
Glenn Erland Tosterud,4
Lara Jean Chorostecki,131
Blaine Anderson,31
Genevieve O'Reilly,119
Grey Griffin,739
Peter Agnefjall,0
Ralitsa Paskaleva,50
Glen Murphy,37
Edward Conna,43
Alexandre Rodrigues,40
Luis Antonio,80
Hana Shuan,26
Scott Schwartz,378
Timothy Van Patten,129
Angélica Sancio,0
Charles Grodin,449
Yenny Paola Vega,6
Mary Page Keller,157
Dayna Devon,12
Jack Carson,110
Victor Buono,158
Lisa Ortiz,49
Vincent Guastaferro,155
Tonya Lee Williams,175
David White,180
Erin Gray,307
David Opatoshu,14
Lauryn Hill,220
Bobby Brown,77
Edward Andrews,125
Countess Vaughn,200
Breckin Meyer,0
Joyful Drake,233
Athina Rachel Tsangari,48
James Le Gros,135
Seema Biswas,31
David Heyman,51
Ann Morgan Guilbert,547
Julie Dawn Cole,124
Paula Marshall,222
Richard Libertini,180
Jeff Conaway,844
Courtney Love,353
Robert Noble,24
Christopher Schmidt,221
Molly Dunsworth,104
Erick Elias,165
Jason Maza,168
Andrew Rannells,416
Lindsey Haun,249
Bob Ross,197
Tim Healy,23
Robert Stadlober,17
Peter Onorati,56
Jim Norton,77
David Douglas,19
Emily Nelson,47
Olivia Alexander,73
Jillian Murray,454
Salvatore Santone,382
Brett Wagner,648
Fabio Testi,37
Othon Bastos,11
Scott Evans,214
Mia Barron,21
Tempestt Bledsoe,394
Oana Pellea,142
Kelly Paterniti,39
Allegra Carpenter,29
Elise Neal,165
George Raft,102
William Butler,181
Billie Burke,357
Joe Dinicol,192
Vanessa Zima,42
Hoyt Axton,48
Diljit Dosanjh,32
Casper Christensen,13
Henri Garcin,2
Irene Dunne,315
Kimberly Beck,74
Agata Kulesza,46
Laird John Hamilton,28
Bárbara Goenaga,36
Cyd Charisse,390
Amy Badberg,0
Dinesh D'Souza,67
Nancy Kyes,67
Sal Mineo,450
Whit Bissell,124
Dana Hanna,36
Jill Flint,294
Dominik Castell,4
Jean Pierre Bergeron,6
Jessica Hecht,209
Tannishtha Chatterjee,40
Ana Gasteyer,215
Amanda Plummer,471
Dayo Okeniyi,478
Michael Bower,362
Steve Burg,0
Gavin Newsom,5
Shriya Saran,315
Sebastian Blomberg,10
Tenoch Huerta,35
Paul T. Taylor,370
Justine Waddell,201
Kris Sommerville,109
Bianca Brigitte VanDamme,663
Red Skelton,226
Rene Rosado,76
Christopher Heyerdahl,826
Mindy Sterling,385
Ivette Alvarez,0
Catherine Parks,20
Dominick Brascia,17
Linden Ashby,306
Brad Schmidt,708
Shobu Kapoor,18
Stefanie Drummond,42
Sven Nordin,14
Brad Lee Wind,17
Carlos Lasarte,7
Cheyenne Haynes,650
Louise Brealey,260
Shaun O'Hagan,106
Lisa Gaye,14
Crystal R. Fox,213
Mews Small,45
Jake Weary,159
William Windom,161
Kjell Nilsson,41
Ho-Sung Pak,75
Jeannetta Arnette,103
Adam Trese,32
T.C. Stallings,341
Béatrice Bonifassi,0
Daniel Tay,92
Marie Pillet,3
Goya Toledo,35
John Garfield,167
Lauren Sweetser,179
Joe Simpson,3
Miranda July,244
Barney Frank,18
Richard Portnow,116
Sydelle Noel,349
Rose Marie,186
Raphael Barker,37
Zahava Solomon,0
Bruce Newbold,40
Donald Rumsfeld,17
Austin Lyon,80
Debrah Farentino,143
Neil Armstrong,65
Linda Lovelace,218
Zack Pearlman,126
Jean-Hugues Anglade,164
John Hensley,268
Kim De Angelo,0
Shakti Kapoor,72
Kate Magowan,137
Karl Collins,20
Javed Jaffrey,24
Chuck Zito,267
Tiya Sircar,395
Charly Bivona,89
Sarah Douglas,163
Michelle Hurst,85
Kaiwi Lyman-Mersereau,94
Silvia Colloca,161
Robert Hobbs,12
Ashleigh Gryzko,103
Jemma Curran,47
Louis Walsh,8
Kathy Uyen,46
Ricardo Chavira,372
Ted de Corsia,18
Mark Rolston,171
Karin Dor,51
Josh Meyers,293
Phil Silvers,137
Steve Earle,119
Dave Sheridan,233
James Chalke,412
David Lewis,164
Erik Palladino,263
Aida Elkashef,5
Prabhudheva,71
Jean-Louis Blondeau,0
Rachel Nash,3
Patrick Fabian,308
Kim Hunter,114
Dwight Henry,168
Claude Akins,196
Brahmanandam,61
Donald Trump,808
Sonam Kinga,0
Alan Hale Jr.,426
Bree Williamson,165
Nicholas Carella,91
Armin Rohde,34
Erin Pitt,120
Circus-Szalewski,11
John Randolph,67
Daniel Franzese,374
Dean Andrews,34
Victor McLaglen,89
Marla Gibbs,249
Nadine Labaki,0
Alejandro Furth,2
Yousef 'Joe' Sweid,27
Cindy Williams,324
Michel Bouquet,21
Samuel Davis,114
Ken Siu,49
Justin Pierce,82
Owen Kline,18
Brian Stepanek,117
Sam Medina,354
Leo G. Carroll,82
Philip Friedman,588
Miguel Sandoval,166
Leticia Brédice,7
Yaakov Peri,0
Ryan McDonald,42
Summer Phoenix,76
Malone Thomas,56
Joel Murray,488
Fred Malatesta,8
Timothy Patrick Quill,158
Darren E. Burrows,121
Ronnie Lazaro,7
Michael Elian,134
Cameron Rhodes,28
Matt Hunter,0
Kyla Wise,108
Martin Hancock,71
John DeSantis,146
Lydia Hearst,56
Kiowa Gordon,485
Lucille La Verne,31
María Alche,3
John Bailey,37
Cullen Douglas,256
Chasty Ballesteros,295
Laurent Poitrenaux,3
Angela Jones,69
Burt Ward,356
Trine Dyrholm,141
Cat Ly,5
Kristen Cloke,109
Mirlan Abdulayev,0
Tim Choate,13
Samantha McLeod,40
Matt Crabtree,134
Amy Steel,59
Frank Faylen,66
Jorge Diaz,183
Will Wright,48
Barry Fitzgerald,137
Felicia Pearson,161
Steven Brill,65
Ben Youcef,434
José Manuel Orozco Angulo,3
Gale Sondergaard,51
Enzo Petito,24
Luis Miranda,4
Eric Lange,274
Zoë Poledouris,3
Yassine Azzouz,24
Juan Carlos Montoya,0
Jim Cody Williams,95
Michael Eisner,5
Chelsey Reist,63
Brittney Powell,117
Calvin Lockhart,148
Dustin Diamond,312
George Newton,68
Susan Tyrrell,147
Brent Neale,3
Jeanne Neilson,25
Eva Bourne,48
Donny Alamsyah,60
Matthew R. Anderson,252
Joe Marino,0
Conrad Veidt,269
Martin Sharpe,5
Gauhar Khan,20
Jesse Vint,42
Gitte Witt,9
Hugh Griffith,69
Heather Sossaman,142
Clare Higgins,100
Maria Canals-Barrera,295
Sakae Kimura,3
Paul Borghese,226
Harrison Page,44
Debra Paget,102
Forrest Tucker,88
Albert Maysles,184
Magda Apanowicz,389
Niamh Cusack,30
Rhea Perlman,365
Barbara Kowalcyk,2
Jason Burkey,245
Kathleen Rose Perkins,180
Jake Lacy,313
Misty Upham,229
Merry Clayton,13
Angel David,13
Colette Divine,5
Ella Joyce,124
Bonz Malone,6
Rick Macy,25
Jaya Bhaduri,97
Matt Stone,194
Olivia Crocicchia,145
Ranin Karim,7
Venida Evans,11
Syamsul Arifin,0
Greg D'Agostino,23
Ahmet Ertegun,5
Aasheekaa Bathija,0
Melissa Gilbert,679
Anthony Powell,9
Jason Bateman,0
Raquel Elizabeth Ames,891
Sunil Shetty,219
Adrienne Frantz,73
James Lorinz,14
Hallee Hirsh,256
Jonathon Trent,61
Meredith Hagner,150
Ian Bohen,394
Jennifer Sky,94
Jesse Hutch,176
Heather Bucha,4
Gabriel Reyes,8
Javed Sheikh,4
Laura Breckenridge,228
James Eckhouse,131
Alicia Ziegler,106
Louise Sorel,47
Janet Hubert,149
Diane Venora,171
Kevin Hamedani,23
Joseba Ugalde,0
Chrystee Pharris,110
Jay Paulson,37
Jennie Jacques,177
Summer Napoles,0
Kristian Bruun,36
Fiona Dourif,253
Jarrod Phillips,115
Claire Bloom,113
Michael McMillian,302
Bruno Campos,223
Eve Ensler,17
Alexandru Potocean,27
Patrick Wilson,0
Sina Amedson,127
Ariana Neal,88
Ann Gillis,8
Adam Carolla,102
Teddy Doloir,0
Hal Linden,221
Michelle Tabora,175
Peyman Moaadi,620
Joe Cassidy,10
Christina Vidal,236
Dorothy Lyman,86
Fritz Kortner,3
Diane Baker,167
Claudia Lapacó,0
Arly Jover,258
Cherami Leigh,152
Ane Dahl Torp,13
Whit Spurgeon,37
Mackenzie Phillips,425
Donna Zovko,0
Jeanette Branch,95
Pat Healy,74
Dominique Sanda,48
Renee Faia,21
Michele Morrow,118
Lon Chaney Jr.,433
Isiah Thomas,2
Tommy the Clown,14
Walter Masterson,36
Louis Ozawa Changchien,195
Jeff Lima,71
Max Gail,236
Chenoa Maxwell,48
Danielle Savre,137
Amy Lucas,432
Karolina Wydra,258
Eric Blore,23
Michael C. Williams,39
Joan Baez,136
Tara Strohmeier,11
Cynthia Watros,254
Tac Fitzgerald,20
Brent David Fraser,218
Exie Booker,359
Khaira Arby,0
Francine Blake,0
Lymari Nadal,271
Marianne Denicourt,2
John Brodsky,233
George Harrison,704
Andrej Nahtigal,0
Shriman Umeshanad Brahmachari,0
Edgar Buchanan,142
Daniel Travis,7
Abby Elliott,201
Tiffany Bolling,22
Paul Daggett,0
Bob Dole,2
Mick Foley,43
Daryn Tufts,15
Mohamad Haref Harati,0
Jason Kravits,59
Denny Kirkwood,17
Curt Doussett,17
Ti West,243
Dick Cavett,49
Kamatari Fujiwara,4
Mickey Hart,8
Nick Cave,329
Joe McQueen,143
Cecelia Antoinette,196
Garrett M. Brown,325
Eddie Spears,699
Ricky Catter,113
Matthew Cowles,170
Max Adler,445
Zhonghua Chen,0
Damon Albarn,25
Stafford Douglas,118
Chin-Chien Chang,0
Tony Bennett,205
Al Sapienza,238
Tom Stedham,152
Claudette Lalí,15
Vincent De Paul,212
Terrance Zdunich,303
Felix Avitia,33
Yassie Hawkes,317
Laura Flanders,0
Jamison Stalsworth,53
Pat Ryan,10
Matty Rich,10
Tim Pigott-Smith,80
Kate Graham,49
Michael Stahl-David,304
George Brent,45
Eric Worre,0
Ellia Thompson,3
Nils-Anders Vallgårda,19
Amy Hargreaves,92
Amber Armstrong,21
Jeff Ament,5
Terry Jones,332
Alicia Sixtos,138
David Frederick White,6
Renee Leblanc,0
Mike Huckabee,12
Alex Sanborn,271
Al Cliver,22
Melissa Bardin Galsky,6
Michelle Krusiec,149
Gordon Currie,39
Garry Cooper,33
Desmond Askew,36
Gabriel Hogan,83
Erland Josephson,92
Walter Long,9
James Doohan,513
Charles King,4
Liane Balaban,118
Andy Cohn,0
Larry Poindexter,93
Mike Block,0
Christian Kapper,0
Walter Connolly,21
Sissy Petropoulou,14
Todd Bridges,321
Jane Bradbury,8
Thierry Harcourt,2
Will Oldham,26
Graziella Galvani,0
Ivan Dixon,87
Christina Chambers,25
Darren Kendrick,32
Mary Norwood,221
Thom Mathews,87
Ryan Carnes,248
Raquel Nave,0
Vanna White,180
Ahmed Best,313
James McCaffrey,235
Raven Goodwin,225
Ron Roggé,99
Collin Kahey,13
Stephanie Berry,10
Chris Weitz,129
Anil Kumar,51
Barbie Castro,185
Matt Day,62
Richard Spore,0
Finola Hughes,224
Clint Jung,270
Jackie Nova,7
James Deen,461
Sarah Lancashire,250
Dominic Colón,41
Travis Smith,22
Pollyanna McIntosh,289
Terumi Matthews,5
Debra Lynn Hull,73
Kirsten Collins,3
Jessica Duffy,76
Charles Irving Beale,104
Tim Bagley,152
Stuart Whitman,180
Jeff Jacob,0
Sedona James,89
Annelyse Ahmad,3
Claire Adams,6
Travis Betz,29
Sheldon Bailey,142
Matt King,146
Greg Jackson,494
Craig Dougherty,0
Matt Keeslar,131
William Condos,0
Ross Elliott,21
Joanne Samuel,28
Blake Lindsley,31
Aldo Sambrell,93
Louise Beavers,28
Swami Krishnanad,0
Michael Higgenbottom,16
Lorraine Toussaint,305
Sophie Rois,9
Cynthia Geary,61
Madeleine Albright,15
Richard Glover,10
Bethany Blakey,45
John Reardon,156
Elise Muller,98
Ali Daniels,15
Léon Schwartzenberg,0
Ejner Federspiel,0
David Lee Smith,131
John Reeves,0
Bruce Gooch,32
H.M. Wynant,31
Matthew Gumley,27
Mohammad Amir Naji,27
Vauxhall Jermaine,67
Tracy Camilla Johns,46
Emily Gorell,0
Ana Vatamanu,0
Flint Beverage,259
Melvin Van Peebles,101
Sienna Beckman,26
Darren Healy,18
Max Kerstein,3
Simon Baron-Cohen,2
Kate Ashfield,115
Lia Tucker,21
Christopher Shea,27
Mike Brett,0
Kayden Kross,232
Michael Landers,0
Bob Eubanks,42
Samantha Esteban,163
Constance Wu,100
Mel Eslyn,9
Rita Maiden,5
Christopher Robin Miller,69
Reese Mishler,7
Charlotte Stewart,121
Mary Carr,0
Wilbur 'Hi-Fi' White,10
Larry Blamire,56
Brandon Middleton,50
Phil Fish,0
Arthur O'Connell,75
Johnathan Hurley,10
Andrew Keir,13
David Barnes,0
Arik Ascherman,0
Tim DeZarn,117
Robert McKee,153
A.J. DeLucia,3
Amelia Giancarlo,0
James DeBello,128
Bruce Kerr,6
Loanne Bishop,46
Erin Cipolletti,9
Maxine Bahns,73
Matt Johnson,8
Joffre Soares,3
Jemima Kirke,433
Corlandos Scott,133
Amanda MacDonald,15
Barry Lynch,5
Beau Knapp,236
Jeff Dowd,18
Demetrius Grosse,69
Kelen Coleman,281
Damian Jewan Lee,15
Ion Overman,113
Shiree Nelson,279
Lindsay Felton,76
Ronee Collins,130
Jordan Scovel,20
Christian Anderson,17
Justin Rice,3
Parker Riggs,0
David Schaal,59
Jason Dixie,7
Casper Martinez,42
Jean Caffeine,0
Damon Owlia,9
Travis Legge,138
Janet Lee Dapper,4
Lindsay MacDonald,265
Brandon Landers,8
Bari Hyman,10
Mugambi Nthiga,4
Nick Principe,86
Edith Massey,105
Mojgan Faramarzi,0
Emma Eliza Regan,0
Denden,6
Eric Ambriz,12
John Lucas,84
James Noble,152
Casey Gooden,8
Quynn Ton,0
Consuelo Gómez,6
Sara Stepnicka,2
Daniella Pineda,133
Sam Underwood,319
David Chandler,0
Eliza Coupe,489
Jon Gunn,16
